 Full    Date   Flag  oRA-S1   e   oDE-S1   e   RV-S1   e  oRA-S2   e  oDE-S2   e   RV-S2   e  oRA-S4   e  oDE-S4   e   RV-S4   e  oRA-S8   e   oDE-S8   e  RV-S8   e  oRA-S9   e   oDE-S9   e  RV-S9   e  oRA-S12   e  oDE-S12   e  RV-S12   e  oRA-S13   e  oDE-S13   e  RV-S13   e  oRA-S14   e  oDE-S14   e  RV-S14   e  oRA-S17   e  oDE-S17   e  RV-S17   e  oRA-S18   e  oDE-S18   e  RV-S18   e  oRA-S19   e  oDE-S19   e  RV-S19   e  oRA-S21   e  oDE-S21   e  RV-S21   e  oRA-S24   e  oDE-S24   e  RV-S24   e  oRA-S31   e  oDE-S31   e  RV-S31   e  oRA-S38   e  oDE-S38   e  RV-S38   e  oRA-S54   e  oDE-S54   e  RV-S54   e  oRA-S55   e  oDE-S55   e  RV-S55   e   Inst  
          yr            mas   mas    mas   mas   km/s km/s   mas   mas   mas   mas   km/s km/s   mas   mas   mas   mas   km/s km/s   mas   mas    mas   mas  km/s km/s   mas   mas    mas   mas  km/s km/s    mas   mas    mas   mas   km/s km/s    mas   mas    mas   mas   km/s km/s    mas   mas    mas   mas   km/s km/s    mas   mas    mas   mas   km/s km/s    mas   mas    mas   mas   km/s km/s    mas   mas    mas   mas   km/s km/s    mas   mas    mas   mas   km/s km/s    mas   mas    mas   mas   km/s km/s    mas   mas    mas   mas   km/s km/s    mas   mas    mas   mas   km/s km/s    mas   mas    mas   mas   km/s km/s    mas   mas    mas   mas   km/s km/s        

    1  1992.224 a     -179.1  4.5   179.8  4.5               -9.9  3.7  170.2  3.8               97.9  4.6  106.0  4.9              183.1  3.0   -92.9  3.0                                                                                                                              269.3  8.6   224.3  8.9                                                                                                                                                                                                                                                                                                                                                                    NTT   
    2  1994.314 a     -178.4  8.5    97.9  2.5              -33.7  3.7  177.5  2.9                                                  227.5  2.1  -108.8  5.5             152.7  3.8  -240.1  3.8                                                    -82.9 17.7  -245.8 13.3               242.2  5.5   196.5  6.7               -59.4 17.3  -205.9 13.1                                                                                                                                -228.6  3.3  -639.8  2.4                                                                                                                                                                      NTT   
    3  1995.534 a     -167.5  5.5    49.6  4.9              -41.8  3.0  170.3  3.5              158.4  3.6  114.0  2.4              252.9  4.3  -137.4  2.9             168.6  6.0  -271.2  3.7                8.8  7.8   -32.0  3.4                                                                                                                                                                                                                                                  -206.0  6.9  -611.8  3.3                                                                                                                                                                      NTT   
    4  1996.253 a     -161.2 10.0    21.4  8.7              -47.6  2.9  162.2  2.6                                                  270.0  2.2  -153.0  2.5             163.5  5.3  -284.1  5.2              -47.1  9.2     2.3 11.8              -134.7 14.9  -213.3 16.8                                                     -41.8 12.3  -215.8 13.5                                                                                                                                -200.0  3.5  -622.0  3.5                                                                                                                                                                      NTT   
    5  1996.427 a     -151.7  5.1     9.8  6.6              -50.3  1.7  160.2  4.4                                                  271.0  2.8  -151.3  3.1             164.6  3.5  -286.5  3.9              -68.2  7.5    30.0 10.1              -158.9 15.1  -194.5 16.5                                                                                                                                                                                                            -214.5  4.3  -628.9  3.5                                                                                                                                                                      NTT   
    6  1997.544 a     -145.7  6.0   -28.4  6.5              -63.3  2.9  128.7  2.5                                                  291.0  2.8  -173.0  2.0             169.0  4.6  -306.2  2.8                                                                                                                                -13.1  8.4  -212.4  3.6                                                                                                                                -213.5  4.5  -612.2  1.9              -318.7  6.6   348.4  6.5                                                                                                                                NTT   
    7  1998.373 a     -136.3 11.0   -68.0  5.8              -69.2  3.5  120.4  2.5                                                  305.4  6.2  -185.5  2.8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         NTT   
    8  1999.465 a     -115.3 11.2   -96.2  7.4              -71.2  3.7  104.2  3.5                                                  325.3  3.7  -199.9  0.9             175.9  6.7  -322.5  5.5                                                   -180.2 15.7  -119.1 17.4                39.6  9.0    41.3  7.9                 2.0 12.5  -193.2 10.7                                                                                                                                -193.2  5.0  -599.7  3.9              -320.3  6.4   337.9  8.2                                                                                                                                NTT   
    9  2000.472 a      -89.5 16.5  -129.5 11.2              -58.7  4.1   62.0  2.4                                                  338.7  2.1  -215.8  7.4             180.5  4.8  -329.2  3.3              -73.0  9.2   214.6  5.8              -211.3 19.2   -87.8 14.9                15.1 10.7    13.9  8.5               -10.4 16.4  -173.6 12.7                                                                                                                                -179.2  7.4  -577.4  1.5              -309.7  9.6   306.5  3.8                                                                                                                                NTT   
   10  2000.487 rv                                                                   1199  113                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Keck  
   11  2000.523 a      -91.7  6.7  -125.2  6.2              -67.0  2.5   56.5  2.5              238.7  2.8  116.4  2.8                                                  184.5  5.9  -322.3  7.3              -79.3  5.5   201.1  5.3              -192.3 36.3   -84.7 36.2                19.9  4.9     2.6  4.6                                                                                                                                                                      -183.0  3.6  -586.1  3.7              -304.4  9.6   317.5  8.1                                                                                                                                GEMINI
