params,potential,trajectories
"[3.006069042342359, -0.030267124473324702]","[8.914913239907222, 8.615372276804717, 8.320970286347494, 8.031707906375981, 7.747583310041932, 7.468598386416571, 7.19475177175341, 6.926045264495082, 6.66247709593571, 6.404048037005589, 6.150757961587501, 5.902606831433506, 5.659594715529693, 5.421721798357813, 5.188987457623626, 4.961392282849729, 4.738936102557827, 4.521618909857518, 4.309440726245117, 4.102401515936496, 3.9005012935125887, 3.703740097786382, 3.5121178657239103, 3.325634557584459, 3.144290274701416, 2.9680849738095025, 2.797018685940349, 2.6310913753792846, 2.4703030446688694, 2.3146536972373775, 2.1641433297286303, 2.0187719622298372, 1.8785396064914872, 1.7434457364596756, 1.6134917791416232, 1.4886763817941935, 1.368999922980101, 1.2544624710082048, 1.1450640097271667, 1.0408045334006788, 0.941684046696449, 0.8477025444848402, 0.7588600385231452, 0.675156500930875, 0.5965919620397369, 0.5231664072040307, 0.45487984043295154, 0.3916884406966633, 0.3332743848935686, 0.2795743583820582, 0.2305883611621318, 0.1863163932337897, 0.14675845459703174, 0.1119145452518581, 0.08178466519826874, 0.05636881443626337, 0.03566699296584226, 0.019679200787005403, 0.008405437899752736, 0.0018457043040842698, 0.0, 0.002868324987499925, 0.01045067926658406, 0.022747062837252408, 0.03975747569950496, 0.06148191785334171, 0.08792038929876259, 0.11907289003576776, 0.15493942006435715, 0.19551997938453072, 0.24081456799628848, 0.2908231858996305, 0.34554583309455655, 0.4049825095810671, 0.4691332153591615, 0.5379979504288404, 0.6115767147901036, 0.6898695084429503, 0.772876331387382, 0.8605971836233972, 0.9530320651509971, 1.050180975970181, 1.1520439160809495, 1.2586208854833016, 1.3699118841772384, 1.4859169121627591, 1.6066359694398644, 1.7320690560085534, 1.8622161718688262, 1.9970773170206844, 2.136652491464126, 2.2809416951991524, 2.4299449282257624, 2.583662190543956, 2.742093482153735, 2.9052388030550977, 3.073098153248046, 3.2456715327325765, 3.4229589415086914, 3.6049603795763914, 3.791675846935675, 3.983992858695394, 4.182959653005876, 4.390728956793463, 4.611286239430306, 4.844719832182014, 5.091029999629782, 5.350216575672205, 5.622149342233746, 5.89881875922037, 6.175488160308725, 6.452157565733167, 6.728827015460492, 7.005496321491087, 7.282165936431442, 7.5588353437012445, 7.8355046649915, 8.112174175180819, 8.38884361231729, 8.665513037280782, 8.94218246733352]","[3.006069042342359, 3.0043832075003754, 3.0005250995153245, 2.9944947183872075, 2.9862920641160238, 2.9759014554196486, 2.963263074313668, 2.9483669907508, 2.931210829623377, 2.9117947405436793, 2.890121397843932, 2.8661960005763105, 2.840026272512935, 2.8116224621458725, 2.780997342687139, 2.748166212068697, 2.713146892942454, 2.675959732680266, 2.636627603373937, 2.595175901835219, 2.5516325495958045, 2.5060279929073457, 2.4583952027414253, 2.4087696747895877, 2.3571894294633142, 2.3036950118940376, 2.248329491933142, 2.191138464151948, 2.132170047841735, 2.0714748870137245, 2.0091061503990795, 1.945119531448907, 1.879573248334288, 1.8125280439462248, 1.7440471858956574, 1.6741964665135163, 1.6030442028506338, 1.5306612366777972, 1.4571209344857825, 1.3824991874852466, 1.306874411606858, 1.230327547501183, 1.1529420605387708, 1.0748039408100776, 0.9960017031255373, 0.9165442100123796, 0.8364034056987926, 0.7556393512922226, 0.6743124665818658, 0.5924833078075998, 0.5102125676599844, 0.42756107528026216, 0.34458979626035413, 0.2613598326428672, 0.1779324229210874, 0.0943689420389877, 0.01073090139121537, -0.07292005117689379, -0.1565221313693333, -0.24001341843939245, -0.3233318551897029, -0.406415247972201, -0.48920126668814595, -0.5716278661035206, -0.6536389935490631, -0.7351701885601074, -0.8161542335527324, -0.896524824134507, -0.976216569104488, -1.0551649904532239, -1.1333065233627488, -1.2105785162065879, -1.2869192305497537, -1.362267841148748, -1.436564435951561, -1.5097500160976751, -1.5817664959180575, -1.652556702935163, -1.7220643778629428, -1.7902341746068318, -1.857011660263748, -1.9223433151221077, -1.9861765326618188, -2.0484596195542615, -2.1091417956623193, -2.1681731940403632, -2.225504860934252, -2.2810887557813246, -2.3348777512104233, -2.386825633041874, -2.436895187541952, -2.4850539330246373, -2.5312607983955604, -2.575476589447044, -2.6176640467277297, -2.657787845542579, -2.6958145959528736, -2.731712842776213, -2.7654530655865175, -2.797007678714026, -2.8263510312452973, -2.8534594070232093, -2.87831102464696, -2.9008860374720666, -2.9211665336103647, -2.93913653593001, -2.954782002055479, -2.968090824367566, -2.9790528300033845, -2.9876597808563687, -2.9939053735762715, -2.997785239569165, -2.9992969449974423, -2.998439990779813, -2.9952158125913098, -2.989628554683716, -2.9816839780984843, -2.971387515509753, -2.958746442825107, -2.9437699232559416, -2.9264690073174644, -2.9068566328286947, -2.8849476249124635, -2.8607586959954134, -2.8343084458079977, -2.805617361384483, -2.774707817062946, -2.7416040744852777, -2.706332282597177, -2.668920477648155, -2.629398583191539, -2.5877984100844644, -2.544153656487876, -2.4984999078665373, -2.450874636989012, -2.401317203927688, -2.3498688560587624, -2.2965727280622357, -2.2414738419219287, -2.184619106925468, -2.12605731966429, -2.0658391640336484, -2.0040094787733818, -1.9406108743842745, -1.875696403810562, -1.8093198288555514, -1.7415355670993633, -1.6723986918989384, -1.6019649323880323, -1.5302906734772168, -1.4574329558538819, -1.3834494759822318, -1.3083985861032854, -1.232339294234885, -1.1553312641716835, -1.0774348154851499, -0.9987109235235718, -0.9192212194120519, -0.8390279900525152, -0.7581941781236895, -0.6767833820811318, -0.5948598561572191, -0.5124885103611255, -0.4297349104788561, -0.3466652780732289, -0.2633464904838771, -0.17984608082726536, -0.09623223799664747, -0.012573475946995028, 0.07108460828691313, 0.15469059234881347, 0.2381802597435909, 0.3214899854435448, 0.40455673588837904, 0.4873180689852068, 0.569712134108552, 0.6516776721003471, 0.7331540152699345, 0.8140810873940629, 0.8943994037168951, 0.9740500709499951, 1.0529747872723434, 1.131115842330332, 1.2084161172377546, 1.2848190845758116, 1.3602688083931225, 1.4347099442057119, 1.508087738997009, 1.5803480312178608, 1.651437250786517, 1.7213024190886332, 1.7898911489772829, 1.857151644772949, 1.9230327022635083, 1.9874837087042685, 2.050454538846046, 2.111838400091811, 2.1714991035667746, 2.229338028159189, 2.285266159025166, 2.3392040875886817, 2.391082011541576, 2.4408397348435527, 2.4884266677221807, 2.5338018266728874, 2.576933834458971, 2.6178009201115864, 2.656390918929756, 2.692701272480364, 2.7267390285981605, 2.758520841385757, 2.7880729712136287, 2.8154312847201144, 2.840641254811419, 2.863757960661606, 2.884823645341958, 2.903739425191778, 2.9204829318985306, 2.9350541654622173, 2.9474531258828365, 2.957679813160389, 2.9657342272948752, 2.971616368286295, 2.9753262361346473, 2.9768638308399336, 2.9762291524021527, 2.973422200821305, 2.968442976097391, 2.961291478230411, 2.951967707220362, 2.9404716630672483, 2.9268033457710696, 2.910957633233789, 2.8928546445289167, 2.872463552228506, 2.8497822305309164, 2.824811407629717, 2.797554665713696, 2.7680184409668493, 2.7362120235683887, 2.70214755769274, 2.6658400415095422, 2.6273073271836487, 2.5865701208751215, 2.5436519827392443, 2.498579326926506, 2.4513814215826195, 2.4020903888485003, 2.350741204860279, 2.297371699749311, 2.242022557642143, 2.184737316660563, 2.1255623689215484, 2.064546960537309, 2.0017431916152524, 1.937206016258009, 1.8709932425634255, 1.8031655326245397, 1.7337864025296432, 1.6629222223622042, 1.590642216200919, 1.5170184621197007, 1.4421258921876712, 1.366042292469161, 1.2888483030237279, 1.2106274179061198, 1.131465985166335, 1.0514532068495617, 0.9706811389961937, 0.889244691641806, 0.8072416288173352, 0.7247725685487203, 0.6419409828572897, 0.5588407376809688, 0.47538121136424394, 0.3915663182839044, 0.30745836595305986, 0.22311964679200424, 0.1386124381282462, 0.053999002196481544, -0.03065841386138145, -0.11529757799624647, -0.19985627325181293, -0.28427229776457436, -0.36848346476383653, -0.45242760257168874, -0.5360425546030366, -0.6192661793655738, -0.702036350459813, -0.7842909565790244, -0.8659679015093315, -0.9470050333667906, -1.027336416029733, -1.1068935670246964, -1.1856095939087556, -1.2634188372667876, -1.3402568707114435, -1.4160605008831766, -1.4907677674502147, -1.5643179431085839, -1.6366515335820977, -1.7077102776223494, -1.7774371470087325, -1.8457763465484147, -1.9126733140763674, -1.9780747204553364, -2.0419284695758666, -2.1041836983562816, -2.164790776742697, -2.2237013077090246, -2.2808681272569515, -2.3362453044159612, -2.3897881412433133, -2.4414531728240783, -2.4911981672710954, -2.5389821257249947, -2.5847652823542067, -2.6285095665016196, -2.6701868144880034, -2.7097646302348637, -2.7472089881435315, -2.782487890407137, -2.815571367010622, -2.8464314757307294, -2.87504230213601, -2.901379959586822, -2.9254225892353234, -2.947150360025485, -2.9665454686930772, -2.9835921397656806, -2.9982766255626783, -3.0105872061952614, -3.0205141895664243, -3.0280499113709696, -3.0331887350955036, -3.035927052018439, -3.036263281209995, -3.034197869532194, -3.029733291638866, -3.0228740499756492, -3.0136266747799794, -3.001999724081109, -2.988003783700088, -2.9716510208880536, -2.9529539823336135, -2.931927173357799, -2.908586918740904, -2.8829513341020596, -2.8550403258992416, -2.824875591429265, -2.792480618827791, -2.7578806870693158, -2.7211028659671808, -2.682176016173571, -2.6411307891795044, -2.5979996273148545, -2.5528167637483246, -2.505618222487464, -2.456441818378665, -2.4053271571071586, -2.3523156351970194, -2.297450440011158, -2.240776549751337, -2.182340733458155, -2.122191551011045, -2.060379353128291, -1.9969562813670307, -1.9319762681231998, -1.8654950366316265, -1.7975659593715119, -1.7282368000936374, -1.657565210485017, -1.585609707804506, -1.5124291745580893, -1.438082858498853, -1.3626303726270126, -1.2861316951898825, -1.208647169681909, -1.1302375048446422, -1.0509637746667457, -0.9708874183840106, -0.8900702404793329, -0.8085744106827226, -0.726462463971315, -0.6437973005693484, -0.5606421859481869, -0.47706075082630595, -0.39311699116928733, -0.30887526818983646, -0.22440030834778274, -0.1397572033500531, -0.0550114101506977, 0.029771249049123302, 0.11452458680110755, 0.1991820504098888, 0.2836767219329363, 0.3679427940791327, 0.4519325869516105, 0.5355871823245121, 0.6188427312629784, 0.7016361342096994, 0.7839050409849424, 0.8655878507865253, 0.9466237121898371, 1.0269525231478307, 1.1065149309910256, 1.1852523324274855, 1.2631068735428608, 1.3400214498003544, 1.4159397060407395, 1.490806036482335, 1.564565584721045, 1.6371642437303224, 1.7085486558611958, 1.778666212842246, 1.8474650557796222, 1.9148940751570296, 1.9809029108357499, 2.0454419520546305, 2.1084623374300597, 2.169915954956015, 2.2297049617385545, 2.2876255209148186, 2.3435675366825195, 2.397446628545955, 2.449199862451601, 2.498785750788091, 2.546184252386227, 2.59139677251896, 2.6344461629014226]"
"[3.0035956285711443, -0.030960653055080823]","[8.886615036526372, 8.583915619365447, 8.286499754794473, 7.994372357342856, 7.707518522378314, 7.425953171262294, 7.1496712264055855, 6.878672818738264, 6.612958334958106, 6.352526464152469, 6.0973785217047975, 5.847514256748363, 5.602933115463664, 5.363635690833871, 5.129621679178779, 4.900891226909888, 4.677444332101736, 4.459280763658194, 4.246401167028459, 4.038804161921851, 3.83649128722076, 3.6394615886104416, 3.447715544385229, 3.2612530601095933, 3.0800739110600546, 2.904178360005525, 2.733566253854717, 2.568237669885068, 2.408192569455765, 2.2534309353222812, 2.1039528133933603, 1.9597581805035125, 1.8208470382813935, 1.6872193888892997, 1.5588752274989557, 1.435814560844453, 1.3180373764862794, 1.205543693900676, 1.0983334950123589, 0.996406786931533, 0.8997635738133319, 0.8084038466525798, 0.7223276133272454, 0.6415348713643512, 0.5660256185612084, 0.4957998555609763, 0.43058612304385835, 0.36997053710754624, 0.31394871029282206, 0.2625206425996862, 0.21568633402813786, 0.17344578457817783, 0.13579899424980593, 0.10274596304302192, 0.07428669095782608, 0.05042117799421828, 0.03114942415219852, 0.01647142943176683, 0.006387193832923141, 0.0008967173556675639, 0.0, 0.003697041765920494, 0.011987842653429025, 0.024872402662525644, 0.04235072179321026, 0.06442280004548302, 0.09108863741934367, 0.12234823391479248, 0.15820158953182936, 0.19864870427045433, 0.24368957813066724, 0.29332421111246837, 0.3475526032158573, 0.4063747544408343, 0.46979066478739934, 0.5378003342555527, 0.6104037628452942, 0.6876009505566234, 0.7693918973895407, 0.8557766033440461, 0.9467550684201396, 1.042327292617821, 1.1424932759370907, 1.2472530183779482, 1.3566065199403938, 1.4705537806244275, 1.5890948004300496, 1.7122295793572597, 1.8399581174060569, 1.972280414576443, 2.109196470868417, 2.2507062862819796, 2.3968098608171298, 2.547507194473867, 2.703101132170323, 2.8660628660328475, 3.03693665055209, 3.2157225644570553, 3.402420605350134, 3.5970306808676527, 3.7995528818105893, 4.00998718771515, 4.2283335848651715, 4.4545920872898375, 4.688762684778814, 4.930845372053358, 5.180840189449509, 5.438747058558735, 5.704566044989095, 5.978064053240363, 6.253830717522181, 6.529597412327057, 6.805364307709672, 7.081130341863171, 7.356897468907605, 7.632664116109915, 7.908430776161533, 8.184197466623129, 8.459964233912098, 8.735730639717719, 9.011497750506019]","[3.0035956285711443, 3.0018995964702024, 2.9980383791928684, 2.9920119767391427, 2.983820389109025, 2.973451816865404, 2.9608388918452393, 2.9459671523319284, 2.92883430154256, 2.909440563182833, 2.8877886814470557, 2.8638839210181453, 2.837734067067627, 2.8093494252556406, 2.7787428217309307, 2.7459296031308518, 2.7109276365813706, 2.673757309697059, 2.6344415305811024, 2.5930057278252923, 2.5494778505100353, 2.50388836820434, 2.456270270965835, 2.406659069340742, 2.355092794363904, 2.301611997558778, 2.246259750937422, 2.1890816470004912, 2.13012579873729, 2.069442839625682, 2.0070859236321734, 1.943110725211882, 1.8775754393085051, 1.810540781354391, 1.7420699872704641, 1.6722288134662575, 1.6010855368399508, 1.528710954778277, 1.4551783851566444, 1.3805636663389977, 1.3049451571779522, 1.228403737014727, 1.1510228056790954, 1.0728882834895157, 0.9940886112529979, 0.9147147502651704, 0.8347917175472779, 0.7542579000285885, 0.6731687694203772, 0.5915834776754513, 0.5095612604962416, 0.4271614373347981, 0.3444434113927917, 0.2614666696215167, 0.17829078272188642, 0.09497540514444061, 0.011580275089325518, -0.07183478549367267, -0.15520987090515592, -0.23848499169611154, -0.32160007466789103, -0.40449496287223996, -0.4871094156112718, -0.5693831084374752, -0.6512558032606413, -0.7326726476725512, -0.8135696682378849, -0.8938785981948388, -0.9735321284273316, -1.052463907465007, -1.1306085414832285, -1.2079015943030842, -1.2842795873913835, -1.3596799998606592, -1.434041268469168, -1.5073027876208855, -1.5794049093655167, -1.650288943398482, -1.7198971570609296, -1.7881727753397256, -1.8550599808674657, -1.9205039139224618, -1.9844506724287527, -2.0468473119560975, -2.1076418457199746, -2.1667832445815964, -2.2242214370478868, -2.279907309271506, -2.3337927050508065, -2.385830425829901, -2.435974230698602, -2.48418304948458, -2.5304290439775072, -2.5746728189574224, -2.616875576015118, -2.6570005510888492, -2.695013014464339, -2.7308802707747706, -2.7645716590007936, -2.7960585524705217, -2.825314358859533, -2.852314520190869, -2.8770365128350366, -2.8994598475100064, -2.919566069281213, -2.9373387575615557, -2.952763526111398, -2.9658280230385676, -2.9765219307983566, -2.984836966193521, -2.9907668803742804, -2.9943074588383216, -2.995456521430792, -2.994213922344306, -2.9905815501189412, -2.984563327642238, -2.9761653761794014, -2.9653960830399693, -2.9522637631081756, -2.936778359021328, -2.9189517325366467, -2.898797664531265, -2.8763318550022303, -2.8515719230665018, -2.824537406960953, -2.795249764042369, -2.7637323707874497, -2.7300105227928073, -2.6941114347749644, -2.6560642405703634, -2.6158999931353524, -2.5736516645461975, -2.529354145999077, -2.48304424781008, -2.43476069941521, -2.384544149370386, -2.332437165351439, -2.278484234154109, -2.2227317616940456, -2.1652280730068316, -2.106023412247949, -2.045169942692784, -1.9827217467366507, -1.9187288991842841, -1.8532370218778438, -1.786302628481271, -1.717982894407058, -1.6483354039024125, -1.5774181500492535, -1.5052895347642123, -1.4320083687986325, -1.3576338717385692, -1.2822256720047907, -1.2058438068527773, -1.1285487223727204, -1.0504012734895267, -0.9714627239628102, -0.8917947463869019, -0.8114594221908424, -0.7305192416383857, -0.6490371038279967, -0.5670763166928536, -0.4847005970008519, -0.40197407035458455, -0.3189612711913767, -0.2357271427832447, -0.1523370372369302, -0.06885671549389, 0.014647652669701403, 0.09810948864300324, 0.1814781138269963, 0.26470890885704523, 0.3477419721189931, 0.43051743532016384, 0.5129754718454903, 0.5950562967575136, 0.6767001667963797, 0.757847380379844, 0.8384382776032686, 0.9184132402396222, 0.997712691739479, 1.0762770972310263, 1.1540469635200514, 1.230962839089954, 1.3069653141017352, 1.3819950203940141, 1.4559926314830036, 1.5288988625625317, 1.6006544705040322, 1.6712002538565478, 1.7404770528467177, 1.808425749378822, 1.8749872670346874, 1.9401025710738056, 2.0037126684332507, 2.065758607727705, 2.126181479249464, 2.1848511148376346, 2.241639615274837, 2.2964969714423553, 2.3493770345806153, 2.4002375137372165, 2.4490399757669303, 2.4957498453317064, 2.540336404900659, 2.582772794750085, 2.6230360129634467, 2.661106915431386, 2.6969702158517133, 2.7306144857294172, 2.762032154376653, 2.7912195089127563, 2.8181766942642312, 2.842907713164758, 2.8654204261551874, 2.8857265515835446, 2.9038416656050328, 2.9197852021820183, 2.9335804530840495, 2.945254567887849, 2.9548385499131182, 2.9623052358989943, 2.9676067367084786, 2.9707430523415708, 2.9717141827982716, 2.9705201280785802, 2.9671608881824976, 2.9616364631100227, 2.953946852861156, 2.944092057435899, 2.9320720768342485, 2.9178869110562085, 2.9015365601017744, 2.88302102397095, 2.8623403026637333, 2.839494396180126, 2.8144833045201243, 2.7873070276837364, 2.7579655656709545, 2.726458918481778, 2.692787086116213, 2.656950068574255, 2.6189478658559007, 2.5787804779611574, 2.536447904890026, 2.4919781581111096, 2.4454611440656775, 2.39694708222889, 2.3464846286157037, 2.2941231018010253, 2.2399124829196952, 2.183903415666508, 2.126147206296188, 2.066695823623417, 2.0056018990228095, 1.9429187264289225, 1.8787002623362665, 1.8130011257992826, 1.7458765984323674, 1.6773826244098462, 1.6075758104660032, 1.5365134258950501, 1.4642534025511562, 1.3908543348484255, 1.316375479760901, 1.2408767568225803, 1.1644187481273949, 1.0870626983292262, 1.0088705146418897, 0.9299047668391577, 0.8502286872547283, 0.7699061707822572, 0.6890017748753391, 0.6075807195475053, 0.5257088873722382, 0.4434528234829568, 0.36087973557303643, 0.2780574938957757, 0.19505463126443323, 0.11194034305219389, 0.028784487192209565, -0.05434241582244522, -0.13739150236805178, -0.22035424575143894, -0.3031728749955261, -0.38578657410770384, -0.46813425239853, -0.5501545444817006, -0.6317858102740789, -0.7129661349956697, -0.7936333291696351, -0.873724928622297, -0.9531781944831152, -1.031930113184716, -1.1099173964628712, -1.1870764813565093, -1.2633435302077096, -1.3386544306617087, -1.412946786972109, -1.48616575634952, -1.558248800721845, -1.629133557349673, -1.698759177500722, -1.7670663264498139, -1.8339971834788986, -1.8994954418770302, -1.9635063089403906, -2.0259765059722668, -2.0868542682830697, -2.1460893451903247, -2.2036330000186712, -2.2594380100998674, -2.313458666772783, -2.3656507753834117, -2.415971655284851, -2.464380139837331, -2.5108365764081815, -2.5553028263718573, -2.597742265109935, -2.6381197820110933, -2.676401780471139, -2.712556177892978, -2.7465524056866566, -2.7783614092693214, -2.8079583992651767, -2.83532319365928, -2.860431555961431, -2.883261134362814, -2.903791677809708, -2.922005036003494, -2.9378851594006474, -2.951418099212744, -2.9625920074064553, -2.9713971367035525, -2.977825840580904, -2.9818725732704765, -2.983533889759334, -2.982808445789639, -2.9796969978586514, -2.974202403218729, -2.9663296198773272, -2.9560857065970025, -2.9434798228954056, -2.928523229045285, -2.91122928607449, -2.891613455765963, -2.8696933006577523, -2.8454884840429986, -2.8190197975475506, -2.790306871880891, -2.7593732315316335, -2.726244327014055, -2.6909472886712273, -2.65351092667502, -2.613965731026093, -2.5723438715539046, -2.5286791979167016, -2.483007239601533, -2.435365205924232, -2.3857919860294357, -2.3343281488905734, -2.2810159433098613, -2.2258992979183203, -2.169023821175756, -2.1104368013707777, -2.050187206620786, -1.988325684871963, -1.924904563899307, -1.8599778513066056, -1.7936012345264118, -1.7258320808201135, -1.6567294372778756, -1.58635157710614, -1.5147552531233504, -1.442002100299797, -1.3681538467274275, -1.2932721671135823, -1.217418682781021, -1.1406549616679023, -1.0630425183277883, -0.9846428139296597, -0.9055172562578904, -0.825727199712275, -0.7453339453080003, -0.6643987406756714, -0.5829827800612876, -0.5011472043262768, -0.41895310094744787, -0.33646150401702624, -0.25373339424265684, -0.17082969894736572, -0.08781129206961207, -0.00473899416324467, 0.07832642760248006, 0.16132425944289222, 0.24419384095790928, 0.3268745651320665, 0.4093058783344735, 0.49142728031883165, 0.5731887106667672, 0.6545559681189796, 0.7354691496353534, 0.8158667103502062, 0.8956867902304965, 0.9748672140758086, 1.053345491518364, 1.1310588170229943, 1.2079440698871793, 1.283937814241025, 1.3589762990472718, 1.4329954581012707, 1.5059309100310245, 1.5777179582971554, 1.64829159119292, 1.717586481844206, 1.7855369882095184, 1.8520771530800029, 1.9171407040794373, 1.9806610536642295, 2.04257129912341, 2.1028042225786368, 2.161292290984208, 2.217967656127053, 2.272762154626725, 2.3256073079353947, 2.3764343223378983, 2.4251742496291575, 2.4717717176937244, 2.516202324394666, 2.5584635259104243]"
